DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO_Codes,Victim Age,Victim Sex,Victim_Descent,Premise Code,Premise Description,Address,Cross Street,Lat,Long,Latitude,Longitude
121311930,5/11/12,5/11/12,1840,13,Newton,1313,997,TRAFFIC COLLISION,Veh vs Bike,41,M,Hispanic/Latin/Mexican,101,STREET,TRINITY                      ST,WASHINGTON                   BL,34.0286,-118.2592,34.0286,-118.2592
121311994,5/12/12,5/12/12,1530,13,Newton,1383,997,TRAFFIC COLLISION,Veh vs Bike,23,F,Hispanic/Latin/Mexican,101,STREET,MAIN                         ST,60TH                         ST,33.9852,-118.2739,33.9852,-118.2739
121315665,7/14/12,7/14/12,910,13,Newton,1372,997,TRAFFIC COLLISION,Veh vs Bike,30,M,Black,101,STREET,200 E  55TH                         ST,,33.9925,-118.272,33.9925,-118.272
121308455,3/15/12,3/14/12,1915,13,Newton,1307,997,TRAFFIC COLLISION,Veh vs Bike,31,M,White,101,STREET,BAY                          ST,ALAMEDA                      ST,34.0315,-118.2366,34.0315,-118.2366
121319214,9/17/12,9/17/12,1400,13,Newton,1303,997,TRAFFIC COLLISION,Veh vs Bike,27,M,Hispanic/Latin/Mexican,101,STREET,MAPLE,12TH,34.0357,-118.2563,34.0357,-118.2563
121317858,8/23/12,8/23/12,1340,13,Newton,1341,997,TRAFFIC COLLISION,Veh vs Bike,31,M,Other,101,STREET,37TH                         ST,GRAND                        AV,34.0169,-118.2783,34.0169,-118.2783
121312532,5/23/12,5/23/12,755,13,Newton,1331,997,TRAFFIC COLLISION,Veh vs Bike,29,M,White,101,STREET,MAIN                         ST,28TH                         ST,34.0233,-118.2697,34.0233,-118.2697
121317915,8/24/12,8/24/12,800,13,Newton,1353,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Hispanic/Latin/Mexican,101,STREET,MCKINLEY                     AV,VERNON                       AV,34.0039,-118.2609,34.0039,-118.2609
121312412,5/21/12,5/20/12,2240,13,Newton,1383,997,TRAFFIC COLLISION,Veh vs Bike,40,F,Black,101,STREET,S  MAIN                         ST,E  GAGE                         AV,33.9824,-118.2739,33.9824,-118.2739
121310873,4/23/12,4/23/12,1335,13,Newton,1342,997,TRAFFIC COLLISION,Veh vs Bike,20,F,Hispanic/Latin/Mexican,101,STREET,JEFFERSON,MAPLE,34.0162,-118.2672,34.0162,-118.2672
121308426,3/14/12,3/14/12,1520,13,Newton,1341,997,TRAFFIC COLLISION,Veh vs Bike,41,F,Other Asian,101,STREET,MAIN                         ST,JEFFERSON                    BL,34.0187,-118.2726,34.0187,-118.2726
121315666,7/14/12,7/14/12,1045,13,Newton,1363,997,TRAFFIC COLLISION,Veh vs Bike,,M,Black,101,STREET,CENTRAL                      AV,48TH                         ST,34.0003,-118.2565,34.0003,-118.2565
121318781,9/6/12,9/6/12,1830,13,Newton,1361,997,TRAFFIC COLLISION,Veh vs Bike,39,M,Hispanic/Latin/Mexican,101,STREET,51ST                         ST,BROADWAY,33.9965,-118.2783,33.9965,-118.2783
121313539,6/10/12,6/9/12,2210,13,Newton,1307,997,TRAFFIC COLLISION,Veh vs Bike,49,M,Hispanic/Latin/Mexican,101,STREET,OLYMPIC                      BL,CENTRAL                      AV,34.0313,-118.2432,34.0313,-118.2432
121308996,3/23/12,3/23/12,1825,13,Newton,1344,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,SAN PEDRO,42ND,34.0074,-118.2704,34.0074,-118.2704
121304696,1/11/12,1/11/12,1930,13,Newton,1363,997,TRAFFIC COLLISION,Veh vs Bike,55,M,Hispanic/Latin/Mexican,101,STREET,51ST                         ST,CENTRAL                      AV,33.9967,-118.2565,33.9967,-118.2565
121307297,2/23/12,2/23/12,1830,13,Newton,1345,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Black,101,STREET,HOOPER                       AV,40TH                         PL,34.0102,-118.2521,34.0102,-118.2521
121311146,4/27/12,4/27/12,1500,13,Newton,1354,997,TRAFFIC COLLISION,Veh vs Bike,58,M,Hispanic/Latin/Mexican,101,STREET,ADAIR                        ST,MARTIN LUTHER KING JR        BL,34.0112,-118.2692,34.0112,-118.2692
121316974,8/7/12,8/7/12,1915,13,Newton,1385,997,TRAFFIC COLLISION,Veh vs Bike,42,M,Hispanic/Latin/Mexican,101,STREET,AVALON                       BL,SLAUSON                      AV,33.9893,-118.2652,33.9893,-118.2652
121313811,6/14/12,6/14/12,820,13,Newton,1372,997,TRAFFIC COLLISION,Veh vs Bike,46,F,Hispanic/Latin/Mexican,101,STREET,SLAUSON,SAN PEDRO PL,33.9893,-118.2701,33.9893,-118.2701
121311936,5/12/12,5/11/12,2200,13,Newton,1326,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,ADAMS                        BL,HOOPER                       AV,34.0159,-118.2487,34.0159,-118.2487
121315321,7/8/12,7/8/12,1800,13,Newton,1303,997,TRAFFIC COLLISION,Veh vs Bike,44,F,Hispanic/Latin/Mexican,101,STREET,11TH                         ST,MAPLE                        AV,34.0368,-118.2546,34.0368,-118.2546
121324732,12/29/12,12/29/12,750,13,Newton,1361,997,TRAFFIC COLLISION,Veh vs Bike,60,M,Hispanic/Latin/Mexican,101,STREET,BROADWAY,49TH                         ST,33.9983,-118.2783,33.9983,-118.2783
121321908,11/2/12,11/2/12,925,13,Newton,1321,997,TRAFFIC COLLISION,Veh vs Bike,47,M,Hispanic/Latin/Mexican,101,STREET,21ST                         ST,FLOWER                       ST,34.0323,-118.2734,34.0323,-118.2734
121322616,11/17/12,11/16/12,2015,13,Newton,1333,997,TRAFFIC COLLISION,Veh vs Bike,52,M,Hispanic/Latin/Mexican,101,STREET,MAIN                         ST,28TH                         ST,34.0233,-118.2697,34.0233,-118.2697
121320626,10/9/12,10/9/12,1400,13,Newton,1364,997,TRAFFIC COLLISION,Veh vs Bike,36,M,Hispanic/Latin/Mexican,101,STREET,CENTRAL,47TH,34.0011,-118.2565,34.0011,-118.2565
121321907,11/2/12,11/2/12,715,13,Newton,1331,997,TRAFFIC COLLISION,Veh vs Bike,41,M,Hispanic/Latin/Mexican,101,STREET,JEFFERSON                    BL,MAIN                         ST,34.0192,-118.2738,34.0192,-118.2738
121321310,10/21/12,10/21/12,1730,13,Newton,1321,997,TRAFFIC COLLISION,Veh vs Bike,,F,Hispanic/Latin/Mexican,101,STREET,HILL                         ST,25TH                         ST,34.0268,-118.2702,34.0268,-118.2702
121320673,10/10/12,10/10/12,1750,13,Newton,1394,997,TRAFFIC COLLISION,Veh vs Bike,,M,Black,101,STREET,71ST                         ST,MAIN                         ST,33.9755,-118.2739,33.9755,-118.2739
121319866,9/28/12,9/27/12,1935,13,Newton,1346,997,TRAFFIC COLLISION,Veh vs Bike,,F,Black,101,STREET,ASCOT                        AV,43RD                         ST,34.0059,-118.2497,34.0059,-118.2497
121324820,12/31/12,12/31/12,1515,13,Newton,1341,997,TRAFFIC COLLISION,Veh vs Bike,20,F,Hispanic/Latin/Mexican,101,STREET,BROADWAY,MLK,34.0155,-118.2772,34.0155,-118.2772
121324449,12/23/12,12/23/12,1120,13,Newton,1321,997,TRAFFIC COLLISION,Veh vs Bike,61,F,Black,101,STREET,WASHINGTON,GRAND,34.0327,-118.2683,34.0327,-118.2683
121324560,12/26/12,12/26/12,1840,13,Newton,1371,997,TRAFFIC COLLISION,Veh vs Bike,37,M,Black,101,STREET,BROADWAY,54TH,33.9933,-118.2783,33.9933,-118.2783
121320560,10/8/12,10/8/12,1130,13,Newton,1303,997,TRAFFIC COLLISION,Veh vs Bike,25,M,Hispanic/Latin/Mexican,101,STREET,12TH                         ST,TOWNE                        AV,34.0321,-118.2499,34.0321,-118.2499
121324821,12/31/12,12/31/12,1410,13,Newton,1325,997,TRAFFIC COLLISION,Veh vs Bike,32,M,Hispanic/Latin/Mexican,101,STREET,BOAZ                         ST,33RD                         ST,34.0137,-118.253,34.0137,-118.253
121321188,10/19/12,10/19/12,1710,13,Newton,1331,997,TRAFFIC COLLISION,Veh vs Bike,23,M,Hispanic/Latin/Mexican,101,STREET,MAIN                         ST,27TH                         ST,34.024,-118.2692,34.024,-118.2692
121322099,11/6/12,11/6/12,1505,13,Newton,1363,997,TRAFFIC COLLISION,Veh vs Bike,67,M,Hispanic/Latin/Mexican,101,STREET,MCKINLEY,50TH,33.9976,-118.2608,33.9976,-118.2608
121422711,9/9/12,9/9/12,1947,14,Pacific,1469,997,TRAFFIC COLLISION,Veh vs Bike,,M,Black,101,STREET,LA CIENEGA                   BL,KNOWLTON,33.9751,-118.3701,33.9751,-118.3701
121426517,10/26/12,10/26/12,1615,14,Pacific,1438,997,TRAFFIC COLLISION,Veh vs Bike,32,M,White,101,STREET,CHARNOCK,GLENDON,34.0215,-118.4118,34.0215,-118.4118
121425858,10/16/12,10/16/12,1735,14,Pacific,1412,997,TRAFFIC COLLISION,Veh vs Bike,,Unknown,Unknown,101,STREET,PACIFIC                      AV,MARKET                       ST,33.9883,-118.4727,33.9883,-118.4727
121427840,11/17/12,11/17/12,845,14,Pacific,1415,997,TRAFFIC COLLISION,Veh vs Bike,,Unknown,Unknown,101,STREET,ROSE                         AV,FREDERICK,34.0027,-118.4653,34.0027,-118.4653
121425336,10/10/12,10/9/12,1640,14,Pacific,1488,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other,101,STREET,MANCHESTER                   AV,RAMSGATE                     AV,33.9599,-118.3826,33.9599,-118.3826
121429385,12/5/12,12/5/12,1300,14,Pacific,1414,997,TRAFFIC COLLISION,Veh vs Bike,41,M,Black,101,STREET,VERNON,LINCOLN,33.9995,-118.4641,33.9995,-118.4641
121504242,1/5/12,1/5/12,1700,15,N Hollywood,1548,997,TRAFFIC COLLISION,Veh vs Bike,29,M,Hispanic/Latin/Mexican,101,STREET,LANKERSHIM,CHANDLER,34.1681,-118.3765,34.1681,-118.3765
121425386,10/10/12,10/10/12,1730,14,Pacific,1432,997,TRAFFIC COLLISION,Veh vs Bike,23,M,Hispanic/Latin/Mexican,101,STREET,VENICE                       BL,SHELL                        AV,33.991,-118.4586,33.991,-118.4586
121426407,10/24/12,10/24/12,1330,14,Pacific,1494,997,TRAFFIC COLLISION,Veh vs Bike,48,F,Other Asian,101,STREET,IMPERIAL HIG                 AV,LA CIENEGA                   BL,33.942,-118.4095,33.942,-118.4095
121423083,9/4/12,9/4/12,1130,14,Pacific,1433,997,TRAFFIC COLLISION,Veh vs Bike,,Unknown,Unknown,101,STREET,LINCOLN                      BL,PALMS                        BL,33.9969,-118.4586,33.9969,-118.4586
121515406,7/25/12,7/25/12,1215,15,N Hollywood,1557,997,TRAFFIC COLLISION,Veh vs Bike,27,M,Other,101,STREET,OTSEGO                       ST,VINELAND                     AV,34.1627,-118.3704,34.1627,-118.3704
121516273,8/10/12,8/10/12,945,15,N Hollywood,1549,997,TRAFFIC COLLISION,Veh vs Bike,22,M,Hispanic/Latin/Mexican,101,STREET,LANKERSHIM                   BL,KILLION                      ST,34.1711,-118.3783,34.1711,-118.3783
121519266,10/1/12,10/1/12,720,15,N Hollywood,1567,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Other Asian,101,STREET,RIVERSIDE                    DR,LANKERSHIM                   AV,34.1523,-118.3664,34.1523,-118.3664
121522607,11/26/12,11/26/12,910,15,N Hollywood,1526,997,TRAFFIC COLLISION,Veh vs Bike,23,F,Other,101,STREET,LANKERSHIM                   BL,SYLVAN                       ST,34.1849,-118.3867,34.1849,-118.3867
121517712,9/4/12,9/4/12,1120,15,N Hollywood,1532,997,TRAFFIC COLLISION,Veh vs Bike,51,M,White,101,STREET,VICTORY                      BL,HOLLYWOOD                    FY,34.1867,-118.4015,34.1867,-118.4015
121519514,10/5/12,10/5/12,1525,15,N Hollywood,1503,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,LAUREL CANYON                BL,VALERIO                      ST,34.2058,-118.3965,34.2058,-118.3965
121615299,9/12/12,9/12/12,600,16,Foothill,1687,997,TRAFFIC COLLISION,Veh vs Bike,51,M,White,101,STREET,SAN FERNANDO,CLYBOURN,34.2177,-118.3644,34.2177,-118.3644
121619340,12/18/12,12/18/12,1740,16,Foothill,1654,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,OSBORNE,NORRIS,34.2582,-118.404,34.2582,-118.404
121613222,7/30/12,7/29/12,1955,16,Foothill,1661,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,LAUREL CANYON                BL,BRANFORD                     ST,34.2409,-118.4132,34.2409,-118.4132
121617860,11/10/12,11/10/12,1405,16,Foothill,1653,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,OSBORNE                      ST,NORRIS                       AV,34.2582,-118.404,34.2582,-118.404
121719941,11/5/12,11/5/12,1255,17,Devonshire,1725,997,TRAFFIC COLLISION,Veh vs Bike,70,F,Other,101,STREET,CORBIN,DEVONSHIRE,34.2573,-118.5635,34.2573,-118.5635
121718326,10/5/12,10/4/12,1900,17,Devonshire,1764,997,TRAFFIC COLLISION,Veh vs Bike,,M,White,101,STREET,PLUMMER                      DR,CORBIN                       AV,34.2428,-118.5623,34.2428,-118.5623
121718497,10/8/12,10/8/12,1555,17,Devonshire,1774,997,TRAFFIC COLLISION,Veh vs Bike,24,F,White,101,STREET,LASSEN                       ST,ZELZAH                       AV,34.2504,-118.5233,34.2504,-118.5233
121718033,9/28/12,9/28/12,1520,17,Devonshire,1779,997,TRAFFIC COLLISION,Veh vs Bike,83,M,White,101,STREET,PLUMMER                      ST,HASKELL                      AV,34.2428,-118.4763,34.2428,-118.4763
121715158,7/31/12,7/31/12,1830,17,Devonshire,1794,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,LINDLEY                      AV,PARTHENIA                    ST,34.0677,-118.3586,34.0677,-118.3586
121717846,9/25/12,9/25/12,825,17,Devonshire,1756,997,TRAFFIC COLLISION,Veh vs Bike,,M,Other,101,STREET,DEVONSHIRE,ZELZAH,34.2574,-118.5233,34.2574,-118.5233
121720225,11/11/12,11/11/12,1540,17,Devonshire,1759,997,TRAFFIC COLLISION,Veh vs Bike,31,F,Hispanic/Latin/Mexican,101,STREET,HASKELL                      AV,MAYALL                       ST,34.2537,-118.4761,34.2537,-118.4761
121719598,10/29/12,10/29/12,720,17,Devonshire,1753,997,TRAFFIC COLLISION,Veh vs Bike,,M,White,101,STREET,DEVONSHIRE                   ST,OSO                          AV,34.2573,-118.575,34.2573,-118.575
121714902,7/26/12,7/26/12,1255,17,Devonshire,1743,997,TRAFFIC COLLISION,Veh vs Bike,,M,Black,101,STREET,RESEDA                       BL,HIAWATHA                     ST,34.2591,-118.5361,34.2591,-118.5361
171913439,6/20/17,6/20/17,1230,19,Mission,1943,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Hispanic/Latin/Mexican,101,STREET,SHARP                        AV,CHATSWORTH                   DR,34.272,-118.45,34.272,-118.45
161921100,11/2/16,11/1/16,1630,19,Mission,1941,997,TRAFFIC COLLISION,Veh vs Bike,35,M,Hispanic/Latin/Mexican,101,STREET,SAN FERNANDO MISSION         BL,ORION                        AV,34.2718,-118.4716,34.2718,-118.4716
191912870,6/30/19,6/30/19,2300,19,Mission,1943,997,TRAFFIC COLLISION,Veh vs Bike,48,M,Hispanic/Latin/Mexican,101,STREET,CHATSWORTH                   ST,SEPULVEDA                    BL,34.2688,-118.4559,34.2688,-118.4559
151912821,6/11/15,6/11/15,1700,19,Mission,1943,997,TRAFFIC COLLISION,Veh vs Bike,41,M,Hispanic/Latin/Mexican,101,STREET,OSBORNE                      ST,BEACHY                       AV,34.2688,-118.4559,34.2688,-118.4559
151912051,5/27/15,5/27/15,2030,19,Mission,1943,997,TRAFFIC COLLISION,Veh vs Bike,57,M,Hispanic/Latin/Mexican,101,STREET,PARTHENIA                    ST,ORION                        AV,34.2688,-118.4559,34.2688,-118.4559
191908801,4/11/19,4/10/19,2130,19,Mission,1943,997,TRAFFIC COLLISION,Veh vs Bike,17,M,White,101,STREET,SEPULVEDA                    BL,BERMUDA                      ST,34.2677,-118.4672,34.2677,-118.4672
122020545,11/25/12,11/25/12,1430,20,Olympic,2071,997,TRAFFIC COLLISION,Veh vs Bike,23,M,White,101,STREET,WESTERN                      AV,PICO                         BL,34.0472,-118.309,34.0472,-118.309
122018329,12/28/12,10/12/12,1345,20,Olympic,2069,997,TRAFFIC COLLISION,Veh vs Bike,26,M,Hispanic/Latin/Mexican,101,STREET,PICO                         BL,ARAPAHOE                     ST,34.0473,-118.2853,34.0473,-118.2853
122018604,10/17/12,10/17/12,1300,20,Olympic,2088,997,TRAFFIC COLLISION,Veh vs Bike,37,M,Hispanic/Latin/Mexican,101,STREET,KINGSLEY                     DR,OLYMPIC                      BL,34.0526,-118.3031,34.0526,-118.3031
122021318,12/11/12,12/11/12,1205,20,Olympic,2056,997,TRAFFIC COLLISION,Veh vs Bike,52,M,White,101,STREET,OLYMPIC                      BL,DEWEY                        AV,34.0527,-118.2958,34.0527,-118.2958
122020931,12/3/12,12/3/12,1320,20,Olympic,2024,997,TRAFFIC COLLISION,Veh vs Bike,45,F,Other Asian,101,STREET,ARDMORE                      AV,6TH                          ST,34.0636,-118.3016,34.0636,-118.3016
122021368,12/12/12,12/12/12,830,20,Olympic,2024,997,TRAFFIC COLLISION,Veh vs Bike,59,F,Black,101,STREET,6TH                          ST,HOBART                       BL,34.0636,-118.3054,34.0636,-118.3054
122021596,12/17/12,12/17/12,1430,20,Olympic,2035,997,TRAFFIC COLLISION,Veh vs Bike,66,M,White,101,STREET,MARIPOSA                     AV,7TH                          ST,34.0598,-118.2987,34.0598,-118.2987
122017145,9/20/12,9/20/12,1310,20,Olympic,2091,997,TRAFFIC COLLISION,Veh vs Bike,51,M,Black,101,STREET,WESTERN                      AV,20TH                         ST,34.0389,-118.309,34.0389,-118.309
122021608,12/17/12,12/17/12,1150,20,Olympic,2011,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,BEVERLY,VAN NESS,34.0763,-118.3157,34.0763,-118.3157
122119148,11/27/12,11/27/12,1555,21,Topanga,2183,997,TRAFFIC COLLISION,Veh vs Bike,38,M,White,101,STREET,MULHOLLAND                   DR,SPIELBURG                    DR,34.1563,-118.6343,34.1563,-118.6343
122119048,11/25/12,11/24/12,2245,21,Topanga,2146,997,TRAFFIC COLLISION,Veh vs Bike,47,M,Hispanic/Latin/Mexican,101,STREET,VARIEL,GAULT,34.1992,-118.5928,34.1992,-118.5928
130104424,1/8/13,1/8/13,1225,1,Central,185,997,TRAFFIC COLLISION,Veh vs Bike,24,M,Hispanic/Latin/Mexican,101,STREET,MAIN                         ST,OLYMPIC                      BL,34.0405,-118.2567,34.0405,-118.2567
130109207,3/26/13,3/26/13,841,1,Central,159,997,TRAFFIC COLLISION,Veh vs Bike,30,M,Other Asian,101,STREET,FACTORY,ALAMEDA,34.0392,-118.2343,34.0392,-118.2343
130107843,3/5/13,3/5/13,1800,1,Central,111,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,GRAND,CESAR E CHAVEZ,34.0609,-118.2435,34.0609,-118.2435
130124000,11/15/13,11/15/13,815,1,Central,152,997,TRAFFIC COLLISION,Veh vs Bike,21,M,Hispanic/Latin/Mexican,101,STREET,6TH                          ST,FLOWER                       ST,34.0502,-118.2574,34.0502,-118.2574
130106398,2/11/13,2/10/13,2125,1,Central,101,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,ELYSIAN PARK                 AV,SUNSET                       BL,34.0725,-118.251,34.0725,-118.251
130121079,9/27/13,9/27/13,900,1,Central,134,997,TRAFFIC COLLISION,Veh vs Bike,23,M,White,101,STREET,S  BROADWAY                     BL,3RD                          ST,34.0495,-118.2494,34.0495,-118.2494
130114830,6/20/13,6/20/13,1650,1,Central,162,997,TRAFFIC COLLISION,Veh vs Bike,56,M,Black,101,STREET,GRAND                        AV,8TH                          ST,34.0459,-118.2579,34.0459,-118.2579
130124822,11/30/13,11/30/13,1830,1,Central,182,997,TRAFFIC COLLISION,Veh vs Bike,23,M,Other,101,STREET,11TH                         ST,FLOWER                       ST,34.043,-118.2641,34.043,-118.2641
130121554,10/5/13,10/5/13,1300,1,Central,128,997,TRAFFIC COLLISION,Veh vs Bike,49,M,Hispanic/Latin/Mexican,101,STREET,CENTRAL                      AV,1ST                          ST,34.0492,-118.2391,34.0492,-118.2391
130124025,11/15/13,11/15/13,1625,1,Central,163,997,TRAFFIC COLLISION,Veh vs Bike,56,M,Hispanic/Latin/Mexican,101,STREET,HILL                         ST,8TH                          ST,34.0445,-118.2558,34.0445,-118.2558
130121851,10/10/13,10/10/13,1750,1,Central,162,997,TRAFFIC COLLISION,Veh vs Bike,42,M,White,101,STREET,HILL                         ST,8TH                          ST,34.0445,-118.2558,34.0445,-118.2558
130123326,11/4/13,11/4/13,1905,1,Central,152,997,TRAFFIC COLLISION,Veh vs Bike,28,M,Hispanic/Latin/Mexican,101,STREET,FLOWER                       ST,6TH                          ST,34.0494,-118.2581,34.0494,-118.2581
130109834,4/4/13,4/4/13,1520,1,Central,195,997,TRAFFIC COLLISION,Veh vs Bike,29,M,Hispanic/Latin/Mexican,101,STREET,PICO                         BL,MAIN                         ST,34.0369,-118.2607,34.0369,-118.2607
130120321,9/15/13,9/14/13,2140,1,Central,164,997,TRAFFIC COLLISION,Veh vs Bike,25,M,Hispanic/Latin/Mexican,101,STREET,SPRING,6TH,34.0445,-118.2523,34.0445,-118.2523
130110362,4/12/13,4/12/13,955,1,Central,122,997,TRAFFIC COLLISION,Veh vs Bike,55,F,Other Asian,101,STREET,N  HILL                         ST,1ST                          ST,34.0565,-118.2445,34.0565,-118.2445
130119291,8/28/13,8/28/13,840,1,Central,111,997,TRAFFIC COLLISION,Veh vs Bike,36,F,White,101,STREET,BROADWAY,BERNARD                      ST,34.0668,-118.2359,34.0668,-118.2359
130115442,7/1/13,7/1/13,625,1,Central,139,997,TRAFFIC COLLISION,Veh vs Bike,32,M,Hispanic/Latin/Mexican,101,STREET,1ST                          ST,VIGNES                       ST,34.0486,-118.2339,34.0486,-118.2339
130112516,5/16/13,5/16/13,1200,1,Central,153,997,TRAFFIC COLLISION,Veh vs Bike,39,M,Hispanic/Latin/Mexican,101,STREET,HILL                         ST,5TH                          ST,34.0474,-118.2531,34.0474,-118.2531
130121680,10/8/13,10/8/13,1205,1,Central,185,997,TRAFFIC COLLISION,Veh vs Bike,48,M,Black,101,STREET,S  BROADWAY,W  OLYMPIC                      BL,34.0409,-118.2574,34.0409,-118.2574
130123900,11/14/13,11/14/13,940,1,Central,101,997,TRAFFIC COLLISION,Veh vs Bike,51,M,Hispanic/Latin/Mexican,101,STREET,SUNSET                       BL,WHITE KNOLL                  DR,34.0668,-118.2497,34.0668,-118.2497
130122300,10/19/13,10/19/13,1500,1,Central,154,997,TRAFFIC COLLISION,Veh vs Bike,25,M,White,101,STREET,HARLEM                       ST,6TH                          ST,34.0456,-118.2504,34.0456,-118.2504
130124234,11/20/13,11/19/13,2250,1,Central,152,997,TRAFFIC COLLISION,Veh vs Bike,42,M,White,101,STREET,E  7TH                          ST,OLIVE                        ST,34.0467,-118.2556,34.0467,-118.2556
130108530,3/15/13,3/15/13,1835,1,Central,139,997,TRAFFIC COLLISION,Veh vs Bike,30,M,White,101,STREET,4TH                          ST,MOLINO                       ST,34.043,-118.2341,34.043,-118.2341
130119451,8/30/13,8/30/13,820,1,Central,152,997,TRAFFIC COLLISION,Veh vs Bike,39,M,Hispanic/Latin/Mexican,101,STREET,6TH                          ST,OLIVE                        ST,34.0481,-118.2542,34.0481,-118.2542
130122504,10/22/13,10/22/13,1723,1,Central,185,997,TRAFFIC COLLISION,Veh vs Bike,21,F,Hispanic/Latin/Mexican,101,STREET,PICO                         BL,HILL                         ST,34.0377,-118.2621,34.0377,-118.2621
130122376,10/20/13,10/20/13,1710,1,Central,182,997,TRAFFIC COLLISION,Veh vs Bike,,M,Hispanic/Latin/Mexican,101,STREET,FIGUEROA                     ST,PICO                         BL,34.0407,-118.268,34.0407,-118.268
130118245,8/13/13,8/13/13,1920,1,Central,101,997,TRAFFIC COLLISION,Veh vs Bike,65,M,Hispanic/Latin/Mexican,101,STREET,SUNSET                       BL,WHITE KNOLL                  DR,34.0668,-118.2497,34.0668,-118.2497
130121839,10/10/13,10/10/13,1215,1,Central,138,997,TRAFFIC COLLISION,Veh vs Bike,53,F,Samoan,101,STREET,4TH,CENTRAL,34.0433,-118.2381,34.0433,-118.2381
130118533,8/17/13,8/16/13,2020,1,Central,185,997,TRAFFIC COLLISION,Veh vs Bike,53,M,Hispanic/Latin/Mexican,101,STREET,MAIN                         ST,9TH                          ST,34.0416,-118.255,34.0416,-118.255
130119981,9/9/13,9/9/13,1430,1,Central,192,997,TRAFFIC COLLISION,Veh vs Bike,57,M,White,101,STREET,WASHINGTON,GRAND,34.0327,-118.2683,34.0327,-118.2683
130120763,9/22/13,9/22/13,145,1,Central,162,997,TRAFFIC COLLISION,Veh vs Bike,26,M,Other Asian,101,STREET,9TH ST,FIGUEROA,34.0462,-118.2628,34.0462,-118.2628
130108950,3/21/13,3/21/13,1550,1,Central,152,997,TRAFFIC COLLISION,Veh vs Bike,42,M,Hispanic/Latin/Mexican,101,STREET,6TH                          ST,FIGUEROA                     ST,34.0509,-118.2585,34.0509,-118.2585
130112114,5/10/13,5/9/13,2250,1,Central,164,997,TRAFFIC COLLISION,Veh vs Bike,32,M,White,101,STREET,MAIN                         ST,7TH                          ST,34.0439,-118.2514,34.0439,-118.2514
130122503,10/22/13,10/22/13,1710,1,Central,124,997,TRAFFIC COLLISION,Veh vs Bike,24,M,Hispanic/Latin/Mexican,101,STREET,LOS ANGELES                  ST,1ST                          ST,34.0515,-118.2424,34.0515,-118.2424
130112070,5/9/13,5/9/13,915,1,Central,195,997,TRAFFIC COLLISION,Veh vs Bike,44,M,Hispanic/Latin/Mexican,101,STREET,MAPLE                        AV,18TH                         ST,34.0299,-118.261,34.0299,-118.261
130111019,4/23/13,4/23/13,1703,1,Central,132,997,TRAFFIC COLLISION,Veh vs Bike,40,M,White,101,STREET,1ST                          ST,HILL                         ST,34.0544,-118.2466,34.0544,-118.2466
130111743,5/4/13,5/4/13,1654,1,Central,176,997,TRAFFIC COLLISION,Veh vs Bike,43,M,Hispanic/Latin/Mexican,101,STREET,8TH                          ST,SANTEE                       ST,34.0408,-118.2511,34.0408,-118.2511
130117361,7/31/13,7/31/13,1735,1,Central,192,997,TRAFFIC COLLISION,Veh vs Bike,39,M,Black,101,STREET,FIGUEROA                     ST,WASHINGTON                   BL,34.0344,-118.2714,34.0344,-118.2714
130106980,2/20/13,2/20/13,1140,1,Central,123,997,TRAFFIC COLLISION,Veh vs Bike,32,M,Hispanic/Latin/Mexican,101,STREET,2ND                          ST,BROADWAY,34.0524,-118.2467,34.0524,-118.2467
130123677,11/10/13,11/10/13,1330,1,Central,135,997,TRAFFIC COLLISION,Veh vs Bike,25,M,Other Asian,101,STREET,BROADWAY,4TH,34.0151,-118.4936,34.0151,-118.4936
130121302,10/1/13,10/1/13,1645,1,Central,142,997,TRAFFIC COLLISION,Veh vs Bike,55,M,Hispanic/Latin/Mexican,101,STREET,FIGUEROA,4TH,34.0537,-118.2558,34.0537,-118.2558
